"state","year","s.prof","math4","math8","read4","flunch","puptch"
"Kansas",2001,68.5,NA,NA,NA,0.234570026397705,14.3732824325562
"Kansas",2002,68.5,NA,NA,221.978332519531,0.244499742984772,14.212459564209
"Kansas",2003,68.5,241.747360229492,284.191101074219,220.14323425293,0.26293271780014,14.4275035858154
"Kansas",2004,68.5,NA,NA,NA,0.279332190752029,14.4370803833008
"Kansas",2005,68.5,245.782043457031,284.030059814453,220.46875,0.289007872343063,14.2455968856812
"Kansas",2006,68.5,NA,NA,NA,0.288579225540161,13.9111223220825
"Kansas",2007,68.5,247.92366027832,290.032592773438,224.658355712891,0.290863156318665,13.3015832901001
"Kansas",2008,68.5,NA,NA,NA,0.307712376117706,13.4597234725952
"Kansas",2009,68.5,245.308654785156,288.596405029297,224,0.316810429096222,13.2798662185669
"Kansas",2010,68.5,NA,NA,NA,0.32590851187706,13.1000089645386
"Kansas",2011,68.5,246,290,224,0.335006564855576,12.9201517105103
"Kentucky",1990,47,NA,257.097198486328,NA,0.442927271127701,17.6510028839111
"Kentucky",1991,47,NA,NA,NA,0.433251976966858,17.3043212890625
"Kentucky",1992,47,215.048156738281,262.241271972656,212.511672973633,0.421184182167053,17.194751739502
"Kentucky",1993,47,NA,NA,NA,0.409849435091019,17.2980079650879
"Kentucky",1994,47,NA,NA,211.562301635742,0.404174357652664,17.5561294555664
"Kentucky",1995,47,NA,NA,NA,0.397198498249054,16.9565277099609
"Kentucky",1996,47,219.988189697266,266.591674804688,NA,0.390389978885651,16.8665904998779
"Kentucky",1997,47,NA,NA,NA,0.385603159666061,16.6812191009521
"Kentucky",1998,47,NA,NA,217.50016784668,0.376215040683746,16.5313682556152
"Kentucky",1999,47,NA,NA,NA,0.37643113732338,16.0695781707764
"Kentucky",2000,47,219.380279541016,269.884979248047,NA,0.373828262090683,15.4497785568237
"Kentucky",2001,47,NA,NA,NA,0.359849810600281,16.8190650939941
"Kentucky",2002,47,NA,NA,219.042068481445,0.377347141504288,16.2071323394775
"Kentucky",2003,47,228.726348876953,274.278472900391,219.044418334961,0.526359677314758,16.250602722168
"Kentucky",2004,47,NA,NA,NA,0.435226321220398,16.0832328796387
"Kentucky",2005,47,231.492309570312,273.983032226562,219.926818847656,0.425445377826691,16.2746543884277
"Kentucky",2006,47,NA,NA,NA,0.413062334060669,16.0299434661865
"Kentucky",2007,47,235.087921142578,278.704742431641,222.432312011719,0.404064565896988,15.751838684082
"Kentucky",2008,47,NA,NA,NA,0.408642321825027,15.8248653411865
"Kentucky",2009,47,238.835906982422,279.284210205078,226,0.40246844291687,15.7463788986206
"Kentucky",2010,47,NA,NA,NA,0.396294564008713,15.6678924560547
"Kentucky",2011,47,241,282,225,0.390120685100555,15.5894060134888
"Louisiana",1990,57,NA,246.44255065918,NA,0.469698935747147,17.5534648895264
"Louisiana",1991,57,NA,NA,NA,0.462127774953842,17.2850151062012
"Louisiana",1992,57,204.140213012695,249.983932495117,203.689270019531,0.480271428823471,17.2000865936279
"Louisiana",1993,57,NA,NA,NA,0.500623464584351,17.0131549835205
"Louisiana",1994,57,NA,NA,196.762268066406,0.510267794132233,17.0647792816162
"Louisiana",1995,57,NA,NA,NA,0.520443439483643,16.763650894165
"Louisiana",1996,57,209.02067565918,252.380401611328,NA,0.490318119525909,16.9724559783936
"Louisiana",1997,57,NA,NA,NA,0.486312806606293,16.7595386505127
"Louisiana",1998,57,NA,NA,200.340637207031,0.507881581783295,15.9841356277466
"Louisiana",1999,57,NA,NA,NA,0.490992993116379,15.6488475799561
"Louisiana",2000,57,218.186828613281,258.560089111328,NA,0.503252148628235,15.1222038269043
"Louisiana",2001,57,NA,NA,NA,0.497260749340057,14.8870878219604
"Louisiana",2002,57,NA,NA,206.64045715332,0.505031943321228,14.6324129104614
"Louisiana",2003,57,226.24772644043,266.328369140625,204.7294921875,0.521178305149078,14.5911865234375
"Louisiana",2004,57,NA,NA,NA,0.531646549701691,14.4115056991577
"Louisiana",2005,57,230.231201171875,267.755035400391,209.165664672852,0.534752368927002,14.7235527038574
"Louisiana",2006,57,NA,NA,NA,0.539187133312225,14.6557550430298
"Louisiana",2007,57,230.043121337891,272.386291503906,207.406799316406,0.53338235616684,14.708080291748
"Louisiana",2008,57,NA,NA,NA,0.547418236732483,14.7088241577148
"Louisiana",2009,57,229.43244934082,272.379913330078,207,0.553100645542145,14.7340841293335
"Louisiana",2010,57,NA,NA,NA,0.558783054351807,14.7593441009521
"Louisiana",2011,57,231,273,210,0.564465463161469,14.7846031188965
"Maine",1990,35,NA,NA,NA,0.240406423807144,14.0585956573486
"Maine",1991,35,NA,NA,NA,0.236991882324219,13.8689489364624
"Maine",1992,35,231.63883972168,278.635375976562,226.810119628906,0.233753472566605,14.0373640060425
"Maine",1993,35,NA,NA,NA,0.223443433642387,14.0782442092896
"Maine",1994,35,NA,NA,228.380020141602,0.226466044783592,14.1420097351074
"Maine",1995,35,NA,NA,NA,0.233075097203255,13.8016748428345
"Maine",1996,35,232.207046508789,284.059844970703,NA,0.233713701367378,13.8753252029419
"Maine",1997,35,NA,NA,NA,0.234581664204597,13.7350006103516
"Maine",1998,35,NA,NA,224.761093139648,0.233621388673782,13.5400638580322
"Maine",1999,35,NA,NA,NA,0.232683092355728,13.2820014953613
"Maine",2000,35,229.545135498047,281.353698730469,NA,0.225057706236839,12.7991313934326
"Maine",2001,35,NA,NA,NA,0.213106840848923,12.5029897689819
"Maine",2002,35,NA,NA,224.508285522461,0.220671638846397,12.2803897857666
"Maine",2003,35,237.615707397461,281.903778076172,223.859497070312,0.227589711546898,12.1361885070801
"Maine",2004,35,NA,NA,NA,0.229340270161629,11.4683618545532
"Maine",2005,35,240.691467285156,281.058532714844,224.577774047852,0.249099686741829,11.9368391036987
"Maine",2006,35,NA,NA,NA,0.264018058776855,11.7176933288574
"Maine",2007,35,242.37060546875,286.472259521484,225.544052124023,0.271617531776428,11.5289430618286
"Maine",2008,35,NA,NA,NA,0.282100200653076,11.3903121948242
"Maine",2009,35,244.45573425293,286.361419677734,224,0.293065190315247,11.2604761123657
"Maine",2010,35,NA,NA,NA,0.304030150175095,11.1306409835815
"Maine",2011,35,244,289,222,0.314995110034943,11.000804901123
"Maryland",1990,55.75,NA,260.765594482422,NA,0.176811590790749,16.7796669006348
"Maryland",1991,55.75,NA,NA,NA,0.177728280425072,16.8031578063965
"Maryland",1992,55.75,217.31770324707,264.825500488281,211.041519165039,0.210863873362541,16.879997253418
"Maryland",1993,55.75,NA,NA,NA,0.206893667578697,16.897403717041
"Maryland",1994,55.75,NA,NA,209.645492553711,0.245570376515388,17.4919738769531
"Maryland",1995,55.75,NA,NA,NA,0.252143651247025,16.9856758117676
"Maryland",1996,55.75,220.694961547852,269.681427001953,NA,0.256463944911957,16.8456897735596
"Maryland",1997,55.75,NA,NA,NA,0.256005793809891,17.0740871429443
"Maryland",1998,55.75,NA,NA,211.679092407227,0.254888385534286,17.1932621002197
"Maryland",1999,55.75,NA,NA,NA,0.247467234730721,16.8874607086182
"Maryland",2000,55.75,221.536544799805,271.931915283203,NA,0.236437812447548,16.6012744903564
"Maryland",2001,55.75,NA,NA,NA,0.234017252922058,16.2668552398682
"Maryland",2002,55.75,NA,NA,217.211181640625,0.228933125734329,16.0047607421875
"Maryland",2003,55.75,233.079849243164,277.716125488281,218.673767089844,0.236125349998474,15.6502656936646
"Maryland",2004,55.75,NA,NA,NA,0.239636272192001,15.7453708648682
"Maryland",2005,55.75,238.42170715332,277.930786132812,220.029586791992,0.246716290712357,15.708625793457
"Maryland",2006,55.75,NA,NA,NA,0.244424551725388,15.1719150543213
"Maryland",2007,55.75,240.328231811523,285.734252929688,224.781265258789,0.24922502040863,14.5721473693848
"Maryland",2008,55.75,NA,NA,NA,0.254187136888504,14.6120281219482
"Maryland",2009,55.75,243.795043945312,288.341552734375,226,0.257999628782272,14.3653173446655
"Maryland",2010,55.75,NA,NA,NA,0.261812120676041,14.1186075210571
"Maryland",2011,55.75,247,288,231,0.265624612569809,13.8718967437744
"Massachusetts",1990,49.75,NA,NA,NA,0.0529166273772717,13.9835367202759
"Massachusetts",1991,49.75,NA,NA,NA,0.0687916427850723,15.4494009017944
"Massachusetts",1992,49.75,226.597915649414,272.783203125,226.001083374023,0.0840275585651398,15.1199007034302
"Massachusetts",1993,49.75,NA,NA,NA,0.0986185595393181,15.0274877548218
"Massachusetts",1994,49.75,NA,NA,223.160079956055,0.112237006425858,14.9359493255615
"Massachusetts",1995,49.75,NA,NA,NA,0.125563889741898,14.7750339508057
"Massachusetts",1996,49.75,228.966400146484,277.565643310547,NA,0.137623354792595,14.5910863876343
"Massachusetts",1997,49.75,NA,NA,NA,0.149516150355339,14.4624462127686
"Massachusetts",1998,49.75,NA,NA,222.837524414062,0.161578878760338,14.1284208297729
"Massachusetts",1999,49.75,NA,NA,NA,0.168317720293999,13.7962636947632
"Massachusetts",2000,49.75,233.394119262695,278.949005126953,NA,0.196509256958961,12.5190086364746
"Massachusetts",2001,49.75,NA,NA,NA,0.194214224815369,14.4612350463867
"Massachusetts",2002,49.75,NA,NA,233.748413085938,0.220540627837181,14.1153430938721
"Massachusetts",2003,49.75,241.664520263672,286.520690917969,227.604263305664,0.22106808423996,13.2453308105469
"Massachusetts",2004,49.75,NA,NA,NA,0.222519248723984,13.605770111084
"Massachusetts",2005,49.75,247.337051391602,291.513549804688,231.279434204102,0.231607243418694,13.2913799285889
"Massachusetts",2006,49.75,NA,NA,NA,0.230822026729584,13.2060031890869
"Massachusetts",2007,49.75,252.430313110352,297.92333984375,235.753463745117,0.23504301905632,13.2408514022827
"Massachusetts",2008,49.75,NA,NA,NA,0.238019555807114,12.9702968597412
"Massachusetts",2009,49.75,252.254791259766,298.854339599609,234,0.241187036037445,12.8330154418945
"Massachusetts",2010,49.75,NA,NA,NA,0.244354516267776,12.6957349777222
"Massachusetts",2011,49.75,253,299,237,0.247521996498108,12.5584535598755
"Michigan",1990,57.75,NA,264.398376464844,NA,0.131601959466934,19.6729259490967
"Michigan",1991,57.75,NA,NA,NA,0.186171174049377,19.8034076690674
"Michigan",1992,57.75,219.878356933594,267.353179931641,216.033737182617,0.21270914375782,19.2071666717529
"Michigan",1993,57.75,NA,NA,NA,0.249717205762863,19.4846973419189
"Michigan",1994,57.75,NA,NA,NA,0.230484113097191,19.9257106781006
"Michigan",1995,57.75,NA,NA,NA,0.246117129921913,20.0539474487305
"Michigan",1996,57.75,226.258056640625,276.866088867188,NA,0.251009464263916,19.7340202331543
"Michigan",1997,57.75,NA,NA,NA,0.252933174371719,19.1447448730469
"Michigan",1998,57.75,NA,NA,215.952301025391,0.25293692946434,18.8085250854492
"Michigan",1999,57.75,NA,NA,NA,0.246361792087555,18.4540557861328
"Michigan",2000,57.75,229.3095703125,277.271240234375,NA,0.239506646990776,17.9578227996826
"Michigan",2001,57.75,NA,NA,NA,0.238130196928978,17.7327461242676
"Michigan",2002,57.75,NA,NA,218.613327026367,0.251328378915787,17.5081996917725
"Michigan",2003,57.75,235.686981201172,276.441864013672,218.7890625,0.251498460769653,19.9247722625732
"Michigan",2004,57.75,NA,NA,NA,0.263633340597153,18.1170139312744
"Michigan",2005,57.75,237.706008911133,277.3466796875,218.260696411133,0.272052615880966,17.401876449585
"Michigan",2006,57.75,NA,NA,NA,0.285854399204254,17.7658786773682
"Michigan",2007,57.75,237.605560302734,276.830505371094,220.118453979492,0.297673255205154,17.4904270172119
"Michigan",2008,57.75,NA,NA,NA,0.304661214351654,17.3066272735596
"Michigan",2009,57.75,236.279724121094,278.268157958984,218,0.314467251300812,17.0986061096191
"Michigan",2010,57.75,NA,NA,NA,0.324273318052292,16.8905868530273
"Michigan",2011,57.75,236,280,219,0.33407935500145,16.6825675964355
"Minnesota",1990,75,NA,275.391082763672,NA,0.147985339164734,17.1586036682129
"Minnesota",1991,75,NA,NA,NA,0.155506402254105,17.3583793640137
"Minnesota",1992,75,228.493591308594,282.392211914062,220.900726318359,0.157586053013802,17.2276020050049
"Minnesota",1993,75,NA,NA,NA,0.157156646251678,17.6187343597412
"Minnesota",1994,75,NA,NA,218.301712036133,0.183629900217056,17.2551536560059
"Minnesota",1995,75,NA,NA,NA,0.18184407055378,17.4984664916992
"Minnesota",1996,75,232.193084716797,284.048950195312,NA,0.186876624822617,17.780460357666
"Minnesota",1997,75,NA,NA,NA,0.177074238657951,17.5604515075684
"Minnesota",1998,75,NA,NA,219.211334228516,0.191663518548012,16.4164199829102
"Minnesota",1999,75,NA,NA,NA,0.186945021152496,15.7294902801514
"Minnesota",2000,75,233.720092773438,286.980224609375,NA,0.182588756084442,15.2478847503662
"Minnesota",2001,75,NA,NA,NA,0.181661874055862,15.9818172454834
"Minnesota",2002,75,NA,NA,225.258514404297,0.18999183177948,16.0393352508545
"Minnesota",2003,75,241.912292480469,290.680053710938,222.608963012695,0.199732899665833,16.0371723175049
"Minnesota",2004,75,NA,NA,NA,0.210398241877556,16.3308982849121
"Minnesota",2005,75,245.746185302734,290.074981689453,225.226577758789,0.221505463123322,16.0780601501465
"Minnesota",2006,75,NA,NA,NA,0.229502066969872,16.421293258667
"Minnesota",2007,75,246.997756958008,291.851104736328,224.917007446289,0.23384390771389,16.2021007537842
"Minnesota",2008,75,NA,NA,NA,0.246129915118217,16.3561458587646
"Minnesota",2009,75,249.455535888672,294.443328857422,223,0.255263477563858,16.4050979614258
"Minnesota",2010,75,NA,NA,NA,0.26439705491066,16.4540519714355
"Minnesota",2011,75,249,295,222,0.273530632257462,16.5030040740967
"Mississippi",1990,66.5,NA,NA,NA,0.55405580997467,18.1950645446777
"Mississippi",1991,66.5,NA,NA,NA,0.553303718566895,17.9038200378418
"Mississippi",1992,66.5,201.828262329102,246.458038330078,199.109069824219,0.544622659683228,17.933443069458
"Mississippi",1993,66.5,NA,NA,NA,0.548864364624023,18.2064762115479
"Mississippi",1994,66.5,NA,NA,201.529327392578,0.550284922122955,17.8286933898926
"Mississippi",1995,66.5,NA,NA,NA,0.548426568508148,17.5279560089111
"Mississippi",1996,66.5,208.434112548828,250.215484619141,NA,0.544722974300385,17.4594612121582
"Mississippi",1997,66.5,NA,NA,NA,0.557191252708435,17.2043495178223
"Mississippi",1998,66.5,NA,NA,203.22770690918,0.558739066123962,17.1458854675293
"Mississippi",1999,66.5,NA,NA,NA,0.549784123897552,16.1329154968262
"Mississippi",2000,66.5,210.557601928711,254.135879516602,NA,0.546000123023987,16.2982883453369
"Mississippi",2001,66.5,NA,NA,NA,0.551265299320221,16.0572471618652
"Mississippi",2002,66.5,NA,NA,202.793334960938,0.572034418582916,15.8109445571899
"Mississippi",2003,66.5,222.890594482422,260.911926269531,205.464401245117,0.570930361747742,15.5910186767578
"Mississippi",2004,66.5,NA,NA,NA,0.562649428844452,15.1434440612793
"Mississippi",2005,66.5,226.698837280273,262.456237792969,204.393600463867,0.563961505889893,15.8160982131958
"Mississippi",2006,66.5,NA,NA,NA,0.622669994831085,15.7463178634644
"Mississippi",2007,66.5,227.612380981445,264.890930175781,207.809524536133,0.591294169425964,15.301721572876
"Mississippi",2008,66.5,NA,NA,NA,0.605872929096222,15.4275007247925
"Mississippi",2009,66.5,227.262268066406,265.001953125,211,0.613096654415131,15.3872852325439
"Mississippi",2010,66.5,NA,NA,NA,0.620320379734039,15.3470687866211
"Mississippi",2011,66.5,230,269,209,0.627544045448303,15.3068532943726
"Missouri",1990,29.25,NA,NA,NA,0.0433983467519283,15.7301893234253
"Missouri",1991,29.25,NA,NA,NA,0.0268774535506964,15.5953702926636
"Missouri",1992,29.25,222.215606689453,271.131530761719,220.049407958984,0.131693482398987,16.0128593444824
"Missouri",1993,29.25,NA,NA,NA,0.208280146121979,16.2191791534424
"Missouri",1994,29.25,NA,NA,216.898086547852,0.252270936965942,15.7925262451172
"Missouri",1995,29.25,NA,NA,NA,0.280429720878601,15.5202808380127
"Missouri",1996,29.25,224.734466552734,273.284881591797,NA,0.273809641599655,15.355749130249
"Missouri",1997,29.25,NA,NA,NA,0.277165234088898,15.153076171875
"Missouri",1998,29.25,NA,NA,215.55192565918,0.276601582765579,14.9552955627441
"Missouri",1999,29.25,NA,NA,NA,0.263942629098892,14.6278400421143
"Missouri",2000,29.25,227.801025390625,270.928283691406,NA,0.27477765083313,14.307559967041
"Missouri",2001,29.25,NA,NA,NA,0.27441868185997,14.0996990203857
"Missouri",2002,29.25,NA,NA,220.171768188477,0.282281011343002,13.9453096389771
"Missouri",2003,29.25,234.83642578125,278.766235351562,222.260223388672,0.29681333899498,13.5872268676758
"Missouri",2004,29.25,NA,NA,NA,0.30869448184967,13.9014101028442
"Missouri",2005,29.25,235.035552978516,276.449951171875,221.16862487793,0.320310682058334,13.7508010864258
"Missouri",2006,29.25,NA,NA,NA,0.314060628414154,13.6815700531006
"Missouri",2007,29.25,239.411102294922,280.619537353516,220.776824951172,0.312163919210434,13.6554946899414
"Missouri",2008,29.25,NA,NA,NA,0.326997935771942,13.6219701766968
"Missouri",2009,29.25,240.684387207031,285.808013916016,224,0.333077162504196,13.5843515396118
"Missouri",2010,29.25,NA,NA,NA,0.339156359434128,13.5467329025269
"Missouri",2011,29.25,240,282,220,0.345235586166382,13.5091142654419
"Montana",1990,73.25,NA,280.497344970703,NA,0.19397084414959,15.7125787734985
"Montana",1991,73.25,NA,NA,NA,0.198517397046089,15.9132423400879
"Montana",1992,73.25,NA,NA,NA,0.208654567599297,15.7623195648193
"Montana",1993,73.25,NA,NA,NA,0.21735380589962,15.7879629135132
"Montana",1994,73.25,NA,NA,222.301422119141,0.218356043100357,16.3828144073486
"Montana",1995,73.25,NA,NA,NA,0.223030164837837,16.3052883148193
"Montana",1996,73.25,227.516235351562,283.003875732422,NA,0.223670616745949,16.4298324584961
"Montana",1997,73.25,NA,NA,NA,0.230818763375282,16.0330142974854
"Montana",1998,73.25,NA,NA,224.791366577148,0.227880612015724,15.8716268539429
"Montana",1999,73.25,NA,NA,NA,0.232523694634438,15.652871131897
"Montana",2000,73.25,228.47184753418,285.234008789062,NA,0.234469011425972,15.2183904647827
"Montana",2001,73.25,NA,NA,NA,0.229004040360451,14.8760929107666
"Montana",2002,73.25,NA,NA,224.162872314453,0.233686745166779,14.5990581512451
"Montana",2003,73.25,235.754913330078,285.928009033203,222.746536254883,0.241014704108238,14.4754877090454
"Montana",2004,73.25,NA,NA,NA,0.256706833839417,14.4020967483521
"Montana",2005,73.25,240.575485229492,286.432006835938,224.552185058594,0.254490315914154,14.3490810394287
"Montana",2006,73.25,NA,NA,NA,0.260892897844315,14.0241107940674
"Montana",2007,73.25,243.618804931641,287.075531005859,226.666534423828,0.263076633214951,13.8890171051025
"Montana",2008,73.25,NA,NA,NA,0.272081434726715,13.7940731048584
"Montana",2009,73.25,244.400756835938,291.542938232422,225,0.277920514345169,13.6524343490601
"Montana",2010,73.25,NA,NA,NA,0.283759593963623,13.510796546936
"Montana",2011,73.25,244,293,225,0.289598643779755,13.3691577911377
"Nebraska",1990,80,NA,275.673950195312,NA,0.170415624976158,14.6728773117065
"Nebraska",1991,80,NA,NA,NA,0.172350510954857,14.606746673584
"Nebraska",1992,80,225.332641601562,277.654510498047,221.176849365234,0.18216647207737,14.66002368927
"Nebraska",1993,80,NA,NA,NA,0.193180933594704,14.6154327392578
"Nebraska",1994,80,NA,NA,220.034957885742,0.197960689663887,14.5339012145996
"Nebraska",1995,80,NA,NA,NA,0.201828628778458,14.5190658569336
"Nebraska",1996,80,227.543991088867,282.769592285156,NA,0.199517503380775,14.4669466018677
"Nebraska",1997,80,NA,NA,NA,0.205447882413864,14.4724397659302
"Nebraska",1998,80,NA,NA,NA,0.217759266495705,14.5866432189941
"Nebraska",1999,80,NA,NA,NA,0.212688058614731,14.334810256958
"Nebraska",2000,80,225.057388305664,280.015960693359,NA,0.212984070181847,13.8813924789429
"Nebraska",2001,80,NA,NA,NA,0.213935062289238,13.6395654678345
"Nebraska",2002,80,NA,NA,221.565246582031,0.222602993249893,13.5225067138672
"Nebraska",2003,80,236.254104614258,282.193756103516,220.611801147461,0.237041085958481,13.5628004074097
"Nebraska",2004,80,NA,NA,NA,0.249059677124023,13.6485824584961
"Nebraska",2005,80,237.706176757812,283.962982177734,221.377456665039,0.259968996047974,13.4564418792725
"Nebraska",2006,80,NA,NA,NA,0.255102097988129,13.4203844070435
"Nebraska",2007,80,238.040802001953,283.650604248047,222.902557373047,0.270307391881943,13.4013700485229
"Nebraska",2008,80,NA,NA,NA,0.27937513589859,13.3795070648193
"Nebraska",2009,80,238.748458862305,284.259094238281,223,0.288049846887589,13.3445053100586
"Nebraska",2010,80,NA,NA,NA,0.296724528074265,13.3095026016235
"Nebraska",2011,80,240,283,223,0.305399239063263,13.2745008468628
"Nevada",1990,52.6666679382324,NA,NA,NA,0.124158345162868,20.3633785247803
"Nevada",1991,52.6666679382324,NA,NA,NA,0.149004548788071,19.407693862915
"Nevada",1992,52.6666679382324,NA,NA,NA,0.156239077448845,18.5651683807373
"Nevada",1993,52.6666679382324,NA,NA,NA,0.189537793397903,18.6542282104492
"Nevada",1994,52.6666679382324,NA,NA,NA,0.201454624533653,18.7455291748047
"Nevada",1995,52.6666679382324,NA,NA,NA,0.214096277952194,18.6929321289062
"Nevada",1996,52.6666679382324,217.622619628906,NA,NA,0.271618366241455,19.0979251861572
"Nevada",1997,52.6666679382324,NA,NA,NA,0.209976926445961,19.0564670562744
"Nevada",1998,52.6666679382324,NA,NA,205.786361694336,0.274565845727921,18.4776058197021
"Nevada",1999,52.6666679382324,NA,NA,NA,0.212340980768204,18.9498023986816
"Nevada",2000,52.6666679382324,219.55078125,264.94482421875,NA,0.210512578487396,18.7347526550293
"Nevada",2001,52.6666679382324,NA,NA,NA,0.204490095376968,18.6249389648438
"Nevada",2002,52.6666679382324,NA,NA,209.129165649414,0.232829988002777,18.5107898712158
"Nevada",2003,52.6666679382324,227.513595581055,268.043151855469,206.959686279297,0.275341153144836,18.4398651123047
"Nevada",2004,52.6666679382324,NA,NA,NA,0.272505789995193,19.0471973419189
"Nevada",2005,52.6666679382324,229.871597290039,269.905578613281,207.186981201172,0.296338498592377,19.0970401763916
"Nevada",2006,52.6666679382324,NA,NA,NA,0.314100563526154,18.9659214019775
"Nevada",2007,52.6666679382324,231.781600952148,270.804016113281,210.81901550293,0.331196963787079,18.5192947387695
"Nevada",2008,52.6666679382324,NA,NA,NA,0.350246727466583,18.9304046630859
"Nevada",2009,52.6666679382324,235.152267456055,274.148529052734,211,0.368302345275879,18.9781341552734
"Nevada",2010,52.6666679382324,NA,NA,NA,0.386357933282852,19.0258636474609
"Nevada",2011,52.6666679382324,237,278,213,0.404413521289825,19.0735931396484
"New Hampshire",1990,75.75,NA,273.147247314453,NA,0.0717314332723618,16.2406349182129
"New Hampshire",1991,75.75,NA,NA,NA,0.0840466469526291,16.2437725067139
"New Hampshire",1992,75.75,229.664566040039,278.216339111328,227.714828491211,0.109123960137367,15.4516744613647
"New Hampshire",1993,75.75,NA,NA,NA,0.107819713652134,15.552342414856
"New Hampshire",1994,75.75,NA,NA,223.46614074707,0.123581141233444,15.4827928543091
"New Hampshire",1995,75.75,NA,NA,NA,0.128507971763611,15.6345691680908
"New Hampshire",1996,75.75,NA,NA,NA,0.120718337595463,15.7274417877197
"New Hampshire",1997,75.75,NA,NA,NA,0.11782681196928,15.6246452331543
"New Hampshire",1998,75.75,NA,NA,226.180526733398,0.111690282821655,15.5926837921143
"New Hampshire",1999,75.75,NA,NA,NA,0.111805304884911,15.4035367965698
"New Hampshire",2000,75.75,NA,NA,NA,0.11360701918602,14.7312812805176
"New Hampshire",2001,75.75,NA,NA,NA,0.0996781140565872,14.5360155105591
"New Hampshire",2002,75.75,NA,NA,NA,0.0981836840510368,14.0932750701904
"New Hampshire",2003,75.75,243.110137939453,286.198455810547,227.789505004883,0.107521027326584,13.8659944534302
"New Hampshire",2004,75.75,NA,NA,NA,0.113066911697388,13.7253179550171
"New Hampshire",2005,75.75,245.625930786133,285.253356933594,227.438323974609,0.115169301629066,13.5215063095093
"New Hampshire",2006,75.75,NA,NA,NA,0.119105592370033,13.2445287704468
"New Hampshire",2007,75.75,248.571533203125,287.557067871094,229.017166137695,0.123767510056496,13.1196260452271
"New Hampshire",2008,75.75,NA,NA,NA,0.129279851913452,12.9013957977295
"New Hampshire",2009,75.75,251.071746826172,292.321807861328,229,0.133987724781036,12.7032117843628
"New Hampshire",2010,75.75,NA,NA,NA,0.138695582747459,12.5050268173218
"New Hampshire",2011,75.75,252,292,230,0.143403455615044,12.3068428039551
"New Jersey",1990,69.25,NA,269.6640625,NA,0.16336727142334,13.518159866333
"New Jersey",1991,69.25,NA,NA,NA,0.183878988027573,13.6400117874146
"New Jersey",1992,69.25,227.148040771484,271.905548095703,222.963653564453,0.213023841381073,13.7837171554565
"New Jersey",1993,69.25,NA,NA,NA,0.228249713778496,13.6118564605713
"New Jersey",1994,69.25,NA,NA,219.390472412109,0.236955046653748,13.6146230697632
"New Jersey",1995,69.25,NA,NA,NA,0.242104023694992,13.7723846435547
"New Jersey",1996,69.25,227.240173339844,NA,NA,0.239085972309113,13.8096675872803
"New Jersey",1997,69.25,NA,NA,NA,0.239712759852409,14.0096302032471
"New Jersey",1998,69.25,NA,NA,NA,0.239903032779694,13.9429244995117
"New Jersey",1999,69.25,NA,NA,NA,0.234475910663605,13.7539672851562
"New Jersey",2000,69.25,NA,NA,NA,0.228283599019051,13.4461374282837
"New Jersey",2001,69.25,NA,NA,NA,0.216319411993027,13.2585477828979
"New Jersey",2002,69.25,NA,NA,NA,0.221468836069107,12.9489727020264
"New Jersey",2003,69.25,238.77653503418,281.407135009766,225.073333740234,0.2085952013731,12.7793169021606
"New Jersey",2004,69.25,NA,NA,NA,0.206259191036224,12.6585168838501
"New Jersey",2005,69.25,243.978927612305,283.902618408203,223.298400878906,0.210465535521507,12.1292448043823
"New Jersey",2006,69.25,NA,NA,NA,0.21206833422184,12.3863039016724
"New Jersey",2007,69.25,248.621520996094,288.583465576172,230.64697265625,0.215207546949387,12.3672094345093
"New Jersey",2008,69.25,NA,NA,NA,0.210676044225693,12.0832147598267
"New Jersey",2009,69.25,246.529876708984,292.6572265625,229,0.210199445486069,11.9512968063354
"New Jersey",2010,69.25,NA,NA,NA,0.209722861647606,11.8193788528442
"New Jersey",2011,69.25,248,294,231,0.209246262907982,11.687460899353
"New Mexico",1990,67,NA,256.422973632812,NA,-0.00475621595978737,18.3317031860352
"New Mexico",1991,67,NA,NA,NA,0.0388545282185078,18.0734596252441
"New Mexico",1992,67,213.299087524414,259.606719970703,210.73844909668,0.0805625468492508,17.6401309967041
"New Mexico",1993,67,NA,NA,NA,0.120394065976143,17.62327003479
"New Mexico",1994,67,NA,NA,204.535903930664,0.158682525157928,17.5120620727539
"New Mexico",1995,67,NA,NA,NA,0.196424931287766,17.2009468078613
"New Mexico",1996,67,213.844024658203,261.970367431641,NA,0.234853833913803,16.9935035705566
"New Mexico",1997,67,NA,NA,NA,0.272237122058868,16.6557502746582
"New Mexico",1998,67,NA,NA,204.868942260742,0.312634229660034,16.8816108703613
"New Mexico",1999,67,NA,NA,NA,0.355372846126556,16.4532814025879
"New Mexico",2000,67,213.476348876953,259.334106445312,NA,0.400522172451019,16.3911190032959
"New Mexico",2001,67,NA,NA,NA,0.446775883436203,15.222222328186
"New Mexico",2002,67,NA,NA,207.501174926758,0.450577646493912,14.6753425598145
"New Mexico",2003,67,222.518005371094,263.272918701172,203.185317993164,0.471258521080017,15.1253538131714
"New Mexico",2004,67,NA,NA,NA,0.484114706516266,14.9782562255859
"New Mexico",2005,67,224.027221679688,263.275177001953,206.791625976562,0.481907486915588,15.0069952011108
"New Mexico",2006,67,NA,NA,NA,0.478987514972687,14.838472366333
